LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
,,Stroke Volume Index (SVI NICOM),,,228375,Stroke Volume Index (SVI NICOM),%,chartevents,778,NICOM,,,,metavision,,Numeric,
,,D-Dimer,,,225636,D-Dimer,None,chartevents,764,Labs,,,,metavision,,Numeric,
,,,,,51026,"AMYLASE, BODY FLUID",,labevents,757,CHEMISTRY,,OTHER BODY FLUID,4/1/1795,,,,
,,Pigtail #2,,,226620,Pigtail #2,mL,outputevents,750,Drains,,,,metavision,,Numeric,
,,Dialysis Catheter Tip Cultured,,,225725,Dialysis Catheter Tip Cultured,,chartevents,745,Access Lines - Invasive,,,,metavision,,Checkbox,
,,C Reactive Protein (CRP),,,227444,C Reactive Protein (CRP),None,chartevents,743,Labs,,,,metavision,,Numeric with tag,
,,,,,51047,"AMYLASE, PLEURAL",,labevents,726,CHEMISTRY,,PLEURAL,2/1/1796,,,,
,,,,,50938,HEPATITIS A VIRUS IGM ANTIBODY,,labevents,722,CHEMISTRY,,BLOOD,22314-9,,,,
,,,,,50932,GRAY TOP HOLD (PLASMA),,labevents,717,CHEMISTRY,,BLOOD,,,,,
,,,,,51411,CD45,,labevents,715,HEMATOLOGY,,OTHER BODY FLUID,17823-6,,,,
,,Cardiac Output (CO NICOM),,,228369,Cardiac Output (CO NICOM),L/min,chartevents,715,NICOM,,,,metavision,,Numeric,
,,Sed Rate,,,227470,Sed Rate,None,chartevents,700,Labs,,,,metavision,,Numeric with tag,
,,Ammonia,,,220580,Ammonia,None,chartevents,694,Labs,,,,metavision,,Numeric,
,,Oxygenator Sweep Rate,,,228192,Oxygenator Sweep Rate,L/min,chartevents,691,Tandem Heart,,,,metavision,,Numeric,
,,Tandem Heart Flow,,,228198,Tandem Heart Flow,L/min,chartevents,688,Tandem Heart,,,,metavision,,Numeric,
,,,,,51236,INPATIENT HEMATOLOGY/ONCOLOGY SMEAR,,labevents,685,HEMATOLOGY,,BLOOD,,,,,
,,,,,51379,MONOCYTES,,labevents,683,HEMATOLOGY,,JOINT FLUID,17835-0,,,,
,,,,,51382,POLYS,,labevents,683,HEMATOLOGY,,JOINT FLUID,26522-3,,,,
,,,,,51398,CD19,,labevents,682,HEMATOLOGY,,OTHER BODY FLUID,17829-3,,,,
,,Oxygenator/ECMO,,,228193,Oxygenator/ECMO,,chartevents,680,Tandem Heart,,,,metavision,,Checkbox,
,,,,,50939,"HEPATITIS B CORE ANTIBODY, IGM",,labevents,677,CHEMISTRY,,BLOOD,31204-1,,,,
,,Stroke Volume Variation (SVI NICOM),,,228376,Stroke Volume Variation (SVV NICOM),None,chartevents,676,NICOM,,,,metavision,,Numeric,
,,Stroke Volume (SV NICOM),,,228374,Stroke Volume (SV NICOM),mL/beat,chartevents,673,NICOM,,,,metavision,,Numeric,
,,Total Granulocyte Count (TGC),,,225692,Total Granulocyte Count (TGC),None,chartevents,672,Labs,,,,metavision,,Numeric,
,,Infusion Pressure of Line,,,228191,Infusion Pressure of Line,None,chartevents,665,Tandem Heart,,,,metavision,,Numeric,
,,PCV Level (Avea),,,224702,PCV Level (Avea),cmH2O,chartevents,661,Respiratory,,,,metavision,,Numeric,
,,,,,51085,"HCG, URINE, QUALITATIVE",,labevents,659,CHEMISTRY,,URINE,3/1/2106,,,,
,,Cannulas Visible,,,228187,Cannulas Visible,,chartevents,657,Tandem Heart,,,,metavision,,Checkbox,
,,Access Site Observed (Tandem Heart),,,228186,Access Site Observed (Tandem Heart),,chartevents,653,Tandem Heart,,,,metavision,,Checkbox,
,,Return Site Observed (Tandem Heart),,,228196,Return Site Observed (Tandem Heart),,chartevents,653,Tandem Heart,,,,metavision,,Checkbox,
,,Infusate Drops/Minute,,,228190,Infusate Drops/Minute,None,chartevents,648,Tandem Heart,,,,metavision,,Numeric,
,,,,,51229,"HEPARIN, LMW",,labevents,643,HEMATOLOGY,,BLOOD,32684-3,,,,
,,,,,51342,WRIGHT GIEMSA,,labevents,637,HEMATOLOGY,,BONE MARROW,10355-6,,,,
,,,,,51453,OTHER,,labevents,633,HEMATOLOGY,,PLEURAL,,,,,
,,RVAD,,,220128,Right Ventricular Assist Device Flow,L/min,chartevents,632,Hemodynamics,,,,metavision,,Numeric,
,,Vacuum Assist,,,224659,Vacuum Assist,mmHg,chartevents,626,Hemodynamics,,,,metavision,,Numeric,
,,VAD Beat Rate R,,,223775,VAD Beat Rate R,bpm,chartevents,625,Hemodynamics,,,,metavision,,Numeric,
,,PCWP,,,223771,PCWP,mmHg,chartevents,602,Hemodynamics,,,,metavision,,Numeric,
,,,,,50895,CALCULATED TBG,,labevents,592,CHEMISTRY,,BLOOD,3027-0,,,,
,,,,,51005,UPTAKE RATIO,,labevents,592,CHEMISTRY,,BLOOD,2/1/3050,,,,
,,,,,51373,"JOINT CRYSTALS, NUMBER",,labevents,591,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,50896,CALCULATED THYROXINE (T4) INDEX,,labevents,584,CHEMISTRY,,BLOOD,32215-6,,,,
,,Presep Catheter Dressing Occlusive,,,227419,Presep Catheter Dressing Occlusive,,chartevents,583,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,51297,THROMBIN,,labevents,580,HEMATOLOGY,,BLOOD,3/1/3243,,,,
,,,,,51424,IMMUNOPHENOTYPING,,labevents,574,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,50874,"ANTI-NUCLEAR ANTIBODY, TITER",,labevents,565,CHEMISTRY,,BLOOD,4/1/8061,,,,
,,,,,51425,KAPPA,,labevents,555,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51426,LAMBDA,,labevents,555,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51243,LUPUS ANTICOAGULANT,,labevents,554,HEMATOLOGY,,BLOOD,,,,,
,,Site Depth #9,,,227596,Impaired Skin Depth #9,cm,chartevents,553,Skin - Impairment,,,,metavision,,Numeric,
,,,,,50898,CANCER ANTIGEN 27.29,,labevents,551,CHEMISTRY,,BLOOD,17842-6,,,,
,,,,,51434,OTHER CELL,,labevents,546,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,Vital Cap,,,224420,Vital Cap,Liters,chartevents,543,Respiratory,,,,metavision,,Numeric,
,,Triple Introducer placed in outside facility,,,226120,Triple Introducer placed in outside facility,,chartevents,543,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,50988,TESTOSTERONE,,labevents,539,CHEMISTRY,,BLOOD,8/1/2986,,,,
,,Cath Lab,,,226632,Cath Lab,mL,outputevents,536,Output,,,,metavision,,Numeric,
,,Triple Introducer Dressing Occlusive,,,227354,Triple Introducer Dressing Occlusive,,chartevents,529,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Vibration in Line,,,228200,Vibration in Line,,chartevents,529,Tandem Heart,,,,metavision,,Checkbox,
,,Sheath Zero/Calibrate,,,225771,Sheath Zero/Calibrate,,chartevents,519,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,51264,PLATELET CLUMPS,,labevents,518,HEMATOLOGY,,BLOOD,40741-1,,,,
,,,,,51138,ANTICARDIOLIPIN ANTIBODY IGG,,labevents,514,HEMATOLOGY,,BLOOD,5/1/8065,,,,
,,,,,51139,ANTICARDIOLIPIN ANTIBODY IGM,,labevents,514,HEMATOLOGY,,BLOOD,3/1/3182,,,,
,,Skeletal Traction #1 - Pounds,,,227775,Skeletal Traction #1 - Pounds,lbs,chartevents,508,Treatments,,,,metavision,,Numeric,
,,Estimated Energy Needs/Kg,,,226183,Estimated Energy Needs/Kg,kcal/kg,chartevents,496,General,,,,metavision,,Numeric,
,,,,,51105,"URIC ACID, URINE",,labevents,494,CHEMISTRY,,URINE,6/1/3086,,,,
,,In-line Suction Changed,,,227807,In-line Suction Catheter Changed,,chartevents,494,Respiratory,,,,metavision,,Checkbox,
,,Tap,,,226625,Tap,mL,outputevents,491,Drains,,,,metavision,,Numeric,
,,PACU Urine,,,226631,PACU Urine,mL,outputevents,488,Output,,,,metavision,,Numeric,
,,,,,51043,"TOTAL PROTEIN, BODY FLUID",,labevents,488,CHEMISTRY,,OTHER BODY FLUID,1/1/2881,,,,
,,RIC Dressing Occlusive,,,227364,RIC Dressing Occlusive,,chartevents,486,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,,,,51206,FACTOR VIII,,labevents,482,HEMATOLOGY,,BLOOD,4/1/3209,,,,
,,RIC placed in outside facility,,,226140,RIC placed in outside facility,,chartevents,482,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Manual BPd R,,,227242,Manual Blood Pressure Diastolic Right,mmHg,chartevents,480,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,51429,MESOTHELIAL CELLS,,labevents,479,HEMATOLOGY,,OTHER BODY FLUID,28544-5,,,,
,,,,,51150,BLOOD PARASITE SMEAR,,labevents,473,HEMATOLOGY,,BLOOD,24429-3,,,,
,,,,,51034,"GLUCOSE, BODY FLUID",,labevents,468,CHEMISTRY,,OTHER BODY FLUID,2344-0,,,,
,,,,,51404,CD3,,labevents,468,HEMATOLOGY,,OTHER BODY FLUID,17826-9,,,,
,,Estimated Protein Needs/Kg,,,226184,Estimated Protein Needs/Kg,g/kg,chartevents,466,General,,,,metavision,,Numeric,
,,Straight Cath,,,226567,Straight Cath,mL,outputevents,463,Output,,,,metavision,,Numeric,
,,,,,51123,OTHER,,labevents,461,HEMATOLOGY,,ASCITES,,,,,
,,L Pleural #2,,,226591,L Pleural #2,mL,outputevents,460,Output,,,,metavision,,Numeric,
,,,,,50913,CRYOGLOBULIN,,labevents,458,CHEMISTRY,,BLOOD,7/1/5117,,,,
,,,,,50996,"TISSUE TRANSGLUTAMINASE AB, IGA",,labevents,453,CHEMISTRY,,BLOOD,31017-7,,,,
,,,,,51198,ENVELOPE CELLS,,labevents,453,HEMATOLOGY,,BLOOD,681-7,,,,
,,Cerebral Subdural #1,,,226608,Cerebral Subdural #1,mL,outputevents,446,Drains,,,,metavision,,Numeric,
,,Transpulmonary Press (Exp. Hold),,,224746,Transpulmonary Pressure (Exp. Hold),cmH2O,chartevents,442,Respiratory,,,,metavision,,Numeric,
,,PA Catheter Line Tip Cultured,,,225730,PA Catheter Line Tip Cultured,,chartevents,440,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Sump #1,,,226617,Sump #1,mL,outputevents,440,Drains,,,,metavision,,Numeric,
,,Transpulmonary Press (Insp. Hold),,,224747,Transpulmonary Pressure (Insp. Hold),cmH2O,chartevents,432,Respiratory,,,,metavision,,Numeric,
,,Dwell Time (Hours),,,225810,Dwell Time (Peritoneal Dialysis),hour,chartevents,432,Dialysis,,,,metavision,,Numeric,
,,Jejunostomy,,,226574,Jejunostomy,mL,outputevents,432,Output,,,,metavision,,Numeric,
,,,,,51088,"MAGNESIUM, URINE",,labevents,431,CHEMISTRY,,URINE,1/1/2598,,,,
,,Nitric Oxide,,,224749,Nitric Oxide,ppm,chartevents,431,Respiratory,,,,metavision,,Numeric,
,,,,,51035,"LD, BODY FLUID",,labevents,424,CHEMISTRY,,OTHER BODY FLUID,6/1/2529,,,,
,,,,,50894,CALCULATED FREE TESTOSTERONE,,labevents,423,CHEMISTRY,,BLOOD,8/1/2991,,,,
,,,,,50989,"TESTOSTERONE, FREE",,labevents,422,CHEMISTRY,,BLOOD,8/1/2991,,,,
,,CCO PAC Line Tip Cultured,,,225723,CCO PAC Line Tip Cultured,,chartevents,417,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Site Depth #8,,,224901,Impaired Skin Depth #8,cm,chartevents,414,Skin - Impairment,,,,metavision,,Numeric,
,,Pericardial Drain Aspiration,,,225989,Pericardial Drain Aspiration,,chartevents,413,Cardiovascular,,,,metavision,,Checkbox,
,,,,,50961,METHOTREXATE,,labevents,406,CHEMISTRY,,BLOOD,,,,,
,,,,,50973,PROLACTIN,,labevents,406,CHEMISTRY,,BLOOD,3/1/2842,,,,
,,,,,50876,ANTI-SMOOTH MUSCLE ANTIBODY,,labevents,399,CHEMISTRY,,BLOOD,14252-1,,,,
,,,,,51499,SPERM,,labevents,398,HEMATOLOGY,,URINE,7/1/8248,,,,
,,,,,50871,ANTI-MITOCHONDRIAL ANTIBODY,,labevents,394,CHEMISTRY,,BLOOD,14236-4,,,,
,,R Pleural #2,,,226595,R Pleural #2,mL,outputevents,393,Output,,,,metavision,,Numeric,
,,Pin Care,,,225190,Pin Care,,chartevents,392,Treatments,,,,metavision,,Checkbox,
,,Change in Blood Color,,,228188,Change in Blood Color,,chartevents,390,Tandem Heart,,,,metavision,,Checkbox,
,,,,,51412,CD5,,labevents,389,HEMATOLOGY,,OTHER BODY FLUID,57423-6,,,,
,,,,,51263,PLASMA CELLS,,labevents,387,HEMATOLOGY,,BLOOD,13047-6,,,,
,,,,,51400,CD20,,labevents,387,HEMATOLOGY,,OTHER BODY FLUID,57418-6,,,,
,,,,,51388,CD10,,labevents,384,HEMATOLOGY,,OTHER BODY FLUID,51217-8,,,,
,,Recruitment Duration,,,224711,Recruitment Duration,sec,chartevents,383,Respiratory,,,,metavision,,Numeric,
,,SV Neb Dose #2,,,224178,Small Volume Neb Dose #2,None,chartevents,382,Respiratory,,,,metavision,,Numeric,
,,,,,51089,MARIJUANA,,labevents,377,CHEMISTRY,,URINE,2/1/3427,,,,
,,Calibrated (PiCCO),,,228175,Calibrated (PiCCO),,chartevents,377,PiCCO,,,,metavision,,Checkbox,
,,Flow Rate (L/min),,,224691,Flow Rate (L/min),L/min,chartevents,376,Respiratory,,,,metavision,,Numeric,
,,Rest HR - Aerobic Capacity,,,227858,Rest HR - Aerobic Capacity,None,chartevents,369,OT Notes,,,,metavision,,Numeric,
,,ATC %,,,224704,ATC %,%,chartevents,368,Respiratory,,,,metavision,,Numeric,
,,Rest O2 Sat - Aerobic Capacity,,,227861,Rest O2 Sat - Aerobic Capacity,%,chartevents,352,OT Notes,,,,metavision,,Numeric,
,,,,,50881,BETA-2 MICROGLOBULIN,,labevents,352,CHEMISTRY,,BLOOD,32731-2,,,,
,,Recruitment Press,,,224710,Recruitment Press,cmH2O,chartevents,341,Respiratory,,,,metavision,,Numeric,
,,,,,51503,TRIPLE PHOSPHATE CRYSTALS,,labevents,340,HEMATOLOGY,,URINE,9/1/5814,,,,
,,Pericardial Drain Flush,,,225990,Pericardial Drain Flush,,chartevents,337,Cardiovascular,,,,metavision,,Checkbox,
,,,,,51271,"PROTEIN C, FUNCTIONAL",,labevents,334,HEMATOLOGY,,BLOOD,27818-4,,,,
,,,,,51423,HLA-DR,,labevents,332,HEMATOLOGY,,OTHER BODY FLUID,51381-2,,,,
,,Rest RR - Aerobic Capacity,,,227860,Rest RR - Aerobic Capacity,None,chartevents,329,OT Notes,,,,metavision,,Numeric,
,,Wound Vac #2,,,226614,Wound Vac #2,mL,outputevents,327,Drains,,,,metavision,,Numeric,
,,,,,51140,ANTITHROMBIN,,labevents,326,HEMATOLOGY,,BLOOD,27811-9,,,,
,,,,,51402,CD23,,labevents,317,HEMATOLOGY,,OTHER BODY FLUID,51269-9,,,,
,,,,,51338,IMMUNOPHENOTYPING,,labevents,315,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51420,FMC-7,,labevents,314,HEMATOLOGY,,OTHER BODY FLUID,57428-5,,,,
,,Pulsus Paradoxus,,,224192,Pulsus Paradoxus,None,chartevents,309,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,51325,CD45,,labevents,307,HEMATOLOGY,,BONE MARROW,51340-8,,,,
,,EF (CCO),,,226272,EF (CCO),%,chartevents,307,Hemodynamics,,,,metavision,,Numeric,
,,,,,50926,FOLLICLE STIMULATING HORMONE,,labevents,306,CHEMISTRY,,BLOOD,15067-2,,,,
,,Recovery HR - Aerobic Capacity,,,227870,Recovery HR - Aerobic Capacity,None,chartevents,303,OT Notes,,,,metavision,,Numeric,
,,,,,50918,DOUBLE STRANDED DNA,,labevents,301,CHEMISTRY,,BLOOD,5130-0,,,,
,,Recovery O2 Sat - Aerobic Capacity,,,227873,Recovery O2 Sat - Aerobic Capacity,%,chartevents,293,OT Notes,,,,metavision,,Numeric,
,,,,,51262,PENCIL CELLS,,labevents,293,HEMATOLOGY,,BLOOD,10377-0,,,,
,,Nitric Oxide Tank Pressure,,,224750,Nitric Oxide Tank Pressure,psi,chartevents,291,Respiratory,,,,metavision,,Numeric,
,,Activity HR - Aerobic Capacity,,,227864,Activity HR - Aerobic Capacity,None,chartevents,289,OT Notes,,,,metavision,,Numeric,
,,,,,51422,"HEMATOCRIT, OTHER FLUID",,labevents,288,HEMATOLOGY,,OTHER BODY FLUID,11153-4,,,,
,,,,,51224,HEMOGLOBIN C,,labevents,285,HEMATOLOGY,,BLOOD,7/1/4561,,,,
,,,,,51226,HEMOGLOBLIN A,,labevents,285,HEMATOLOGY,,BLOOD,10346-5,,,,
,,,,,51227,HEMOGLOBLIN S,,labevents,285,HEMATOLOGY,,BLOOD,7/1/4622,,,,
,,,,,51445,"HEMATOCRIT, PLEURAL",,labevents,285,HEMATOLOGY,,PLEURAL,,,,,
,,Site Depth #10,,,227597,Impaired Skin Depth #10,cm,chartevents,284,Skin - Impairment,,,,metavision,,Numeric,
,,,,,51091,"MYOGLOBIN, URINE",,labevents,283,CHEMISTRY,,URINE,1/1/2640,,,,
,,,,,51164,CD19,,labevents,283,HEMATOLOGY,,BLOOD,4/1/8117,,,,
,,,,,51276,QUANTITATIVE G6PD,,labevents,277,HEMATOLOGY,,BLOOD,32546-4,,,,
,,,,,51234,IMMUNOPHENOTYPING,,labevents,274,HEMATOLOGY,,BLOOD,,,,,
,,,,,51517,WBC CASTS,,labevents,270,HEMATOLOGY,,URINE,6/1/5820,,,,
,,,,,51232,HYPERSEGMENTED NEUTROPHILS,,labevents,268,HEMATOLOGY,,BLOOD,766-6,,,,
,,,,,50877,ANTI-THYROGLOBULIN ANTIBODIES,,labevents,266,CHEMISTRY,,BLOOD,1/1/5380,,,,
,,Activity O2 Sat - Aerobic Capacity,,,227867,Activity O2 Sat - Aerobic Capacity,%,chartevents,264,OT Notes,,,,metavision,,Numeric,
,,,,,51489,NONSQUAMOUS EPITHELIAL CELL,,labevents,263,HEMATOLOGY,,URINE,41284-1,,,,
,,,,,51168,CD20,,labevents,261,HEMATOLOGY,,BLOOD,8119-0,,,,
,,,,,51416,CD7,,labevents,260,HEMATOLOGY,,OTHER BODY FLUID,57425-1,,,,
,,,,,51399,CD2,,labevents,258,HEMATOLOGY,,OTHER BODY FLUID,17827-7,,,,
,,,,,51183,CD45,,labevents,256,HEMATOLOGY,,BLOOD,7/1/8130,,,,
,,,,,50990,THEOPHYLLINE,,labevents,253,CHEMISTRY,,BLOOD,3/1/4049,,,,
,,,,,51060,"TRIGLYCERIDES, PLEURAL",,labevents,251,CHEMISTRY,,PLEURAL,8/1/9619,,,,
,,Phenobarbital,,,227460,Phenobarbital,None,chartevents,251,Labs,,,,metavision,,Numeric with tag,
,,,,,51313,CD19,,labevents,248,HEMATOLOGY,,BONE MARROW,32525-8,,,,
,,Activity RR - Aerobic Capacity,,,227866,Activity RR - Aerobic Capacity,None,chartevents,244,OT Notes,,,,metavision,,Numeric,
,,Recovery RR - Aerobic Capacity,,,227872,Recovery RR - Aerobic Capacity,None,chartevents,244,OT Notes,,,,metavision,,Numeric,
,,Gentamicin (Trough),,,227449,Gentamicin (Trough),None,chartevents,244,Labs,,,,metavision,,Numeric with tag,
,,,,,51184,CD5,,labevents,241,HEMATOLOGY,,BLOOD,3/1/8132,,,,
,,,,,51406,CD34,,labevents,238,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51376,MACROPHAGE,,labevents,236,HEMATOLOGY,,JOINT FLUID,33376-5,,,,
,,,,,51370,"JOINT CRYSTALS, BIREFRINGENCE",,labevents,234,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,51372,"JOINT CRYSTALS, LOCATION",,labevents,234,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,51374,"JOINT CRYSTALS, SHAPE",,labevents,234,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,50958,LUTEINIZING HORMONE,,labevents,229,CHEMISTRY,,BLOOD,1599-0,,,,
,,,,,51068,24 HR PROTEIN,,labevents,225,CHEMISTRY,,URINE,4/1/2889,,,,
,,,,,51460,"BLOOD, OCCULT",,labevents,224,HEMATOLOGY,,STOOL,8/1/2335,,,,
,,Gentamicin (Random),,,227447,Gentamicin (Random),None,chartevents,223,Labs,,,,metavision,,Numeric with tag,
,,BIS Index Range,,,228444,BIS Index Range,None,chartevents,222,Pain/Sedation,,,,metavision,,Numeric,
,,,,,51319,CD3,,labevents,219,HEMATOLOGY,,BONE MARROW,32529-0,,,,
,,,,,51337,HLA-DR,,labevents,218,HEMATOLOGY,,BONE MARROW,51380-4,,,,
,,,,,51340,KAPPA,,labevents,218,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51341,LAMBDA,,labevents,218,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51199,EOSINOPHIL COUNT,,labevents,217,HEMATOLOGY,,BLOOD,26449-9,,,,
,,,,,51315,CD20,,labevents,216,HEMATOLOGY,,BONE MARROW,,,,,
,,Tobramycin (Random),,,227451,Tobramycin (Random),None,chartevents,216,Labs,,,,metavision,,Numeric with tag,
,,,,,51238,KAPPA,,labevents,215,HEMATOLOGY,,BLOOD,,,,,
,,Hemovac #2,,,226605,Hemovac #2,mL,outputevents,215,Drains,,,,metavision,,Numeric,
,,,,,51239,LAMBDA,,labevents,214,HEMATOLOGY,,BLOOD,,,,,
,,ECMO,,,224660,ECMO,L/min,chartevents,213,Hemodynamics,,,,metavision,,Numeric,
,,,,,51152,CD10,,labevents,211,HEMATOLOGY,,BLOOD,5/1/8107,,,,
,,,,,51326,CD5,,labevents,208,HEMATOLOGY,,BONE MARROW,35640-2,,,,
,,Temp AV interval,,,220194,Temporary AV interval,msec,chartevents,208,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
,,,,,51230,HLA-DR,,labevents,205,HEMATOLOGY,,BLOOD,32621-5,,,,
,,,,,51507,"URINE CASTS, OTHER",,labevents,198,HEMATOLOGY,,URINE,6/1/9842,,,,
,,Orthostatic BPs sitting,,,224646,Orthostatic BPs sitting,mmHg,chartevents,196,Routine Vital Signs,,,,metavision,,Numeric,
,,Orthostatic BPd sitting,,,226094,Orthostatic BPd sitting,mmHg,chartevents,195,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,50962,N-ACETYLPROCAINAMIDE (NAPA),,labevents,195,CHEMISTRY,,BLOOD,9/1/3834,,,,
,,,,,50972,PROCAINAMIDE,,labevents,195,CHEMISTRY,,BLOOD,6/1/3982,,,,
,,Tobramycin (Trough),,,227452,Tobramycin (Trough),None,chartevents,192,Labs,,,,metavision,,Numeric with tag,
,,,,,51228,HEPARIN,,labevents,191,HEMATOLOGY,,BLOOD,13055-9,,,,
,,PACU Drains,,,226628,PACU Drains,mL,outputevents,189,Output,,,,metavision,,Numeric,
,,,,,51273,"PROTEIN S, FUNCTIONAL",,labevents,181,HEMATOLOGY,,BLOOD,31102-7,,,,
,,Orthostatic HR sitting,,,223765,Orthostatic HR sitting,bpm,chartevents,180,Routine Vital Signs,,,,metavision,,Numeric,
,,Rest HR -  Aerobic Activity Response,,,227916,Rest HR -  Aerobic Activity Response,None,chartevents,177,OT Notes,,,,metavision,,Numeric,
,,,,,51332,CD7,,labevents,175,HEMATOLOGY,,BONE MARROW,35641-0,,,,
,,TPRI (NICOM),,,228382,Total Peripheral Resistance Index (TPRI) (NICOM),dynes*sec/cm5/m2,chartevents,175,NICOM,,,,metavision,,Numeric,
,,Midline Tip Cultured,,,225728,Midline Tip Cultured,,chartevents,170,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Rest O2 Sat - Aerobic Activity Response,,,227919,Rest O2 Sat - Aerobic Activity Response,%,chartevents,169,OT Notes,,,,metavision,,Numeric,
,,Orthostatic BPs lying,,,224645,Orthostatic BPs lying,mmHg,chartevents,169,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,51314,CD2,,labevents,168,HEMATOLOGY,,BONE MARROW,32527-4,,,,
,,Orthostatic BPd lying,,,226092,Orthostatic BPd lying,mmHg,chartevents,167,Routine Vital Signs,,,,metavision,,Numeric,
,,Medication Bolus,,,227813,Medication Bolus - Adjunctive Pain Management,,chartevents,164,Pain/Sedation,,,,metavision,,Checkbox,
,,,,,51235,INHIBITOR SCREEN,,labevents,162,HEMATOLOGY,,BLOOD,,,,,
,,Penrose #1,,,226623,Penrose #1,mL,outputevents,162,Drains,,,,metavision,,Numeric,
,,,,,51115,"HEMATOCRIT, ASCITES",,labevents,161,HEMATOLOGY,,ASCITES,,,,,
,,Ostomy Care,,,225191,Ostomy Care,,chartevents,161,Treatments,,,,metavision,,Checkbox,
,,Orthostatic HR lying,,,223764,Orthostatic HR lying,bpm,chartevents,160,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,50992,THYROID PEROXIDASE ANTIBODIES,,labevents,160,CHEMISTRY,,BLOOD,4/1/8099,,,,
,,,,,50991,THYROGLOBULIN,,labevents,158,CHEMISTRY,,BLOOD,3013-0,,,,
,,,,,51192,CD7,,labevents,158,HEMATOLOGY,,BLOOD,6/1/8135,,,,
,,,,,51510,"URINE CRYSTALS, OTHER",,labevents,158,HEMATOLOGY,,URINE,6/1/5783,,,,
,,,,,51481,HEMOSIDERIN,,labevents,157,HEMATOLOGY,,URINE,1/1/4644,,,,
,,,,,51167,CD2,,labevents,155,HEMATOLOGY,,BLOOD,2/1/8118,,,,
,,,,,51321,CD34,,labevents,155,HEMATOLOGY,,BONE MARROW,57400-4,,,,
,,,,,51215,FMC-7,,labevents,153,HEMATOLOGY,,BLOOD,17220-5,,,,
,,Rest RR - Aerobic Activity Response,,,227918,Rest RR - Aerobic Activity Response,None,chartevents,152,OT Notes,,,,metavision,,Numeric,
,,,,,51109,"URINE VOLUME, TOTAL",,labevents,151,CHEMISTRY,,URINE,28009-9,,,,
,,,,,51101,TOTAL COLLECTION TIME,,labevents,150,CHEMISTRY,,URINE,13362-9,,,,
,,,,,51172,CD23,,labevents,150,HEMATOLOGY,,BLOOD,14018-6,,,,
,,,,,51302,YOUNG CELLS,,labevents,149,HEMATOLOGY,,BLOOD,51633-6,,,,
,,,,,50865,AMIKACIN,,labevents,148,CHEMISTRY,,BLOOD,,,,,
,,R Ureteral Stent,,,226557,R Ureteral Stent,mL,outputevents,147,Output,,,,metavision,,Numeric,
,,AVA Line Tip Cultured,,,227726,AVA Line Tip Cultured,,chartevents,145,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,51471,CELLULAR CAST,,labevents,144,HEMATOLOGY,,URINE,,,,,
,,LDL measured,,,227441,LDL measured,None,chartevents,143,Labs,,,,metavision,,Numeric with tag,
,,,,,51317,CD23,,labevents,141,HEMATOLOGY,,BONE MARROW,51268-1,,,,
,,,,,51335,FMC-7,,labevents,140,HEMATOLOGY,,BONE MARROW,,,,,
,,BiPap bpm (S/T -Back up),,,227581,BiPap bpm (S/T -Back up),bpm,chartevents,140,Respiratory,,,,metavision,,Numeric,
,,,,,51307,CD13,,labevents,139,HEMATOLOGY,,BONE MARROW,51237-6,,,,
,,Orthostatic BPs standing,,,223766,Orthostatic BPs standing,mmHg,chartevents,138,Routine Vital Signs,,,,metavision,,Numeric,
,,Orthostatic BPd standing,,,226096,Orthostatic BPd standing,mmHg,chartevents,137,Routine Vital Signs,,,,metavision,,Numeric,
